ISSN,Journal_Name,Publisher,JIF,Quartile
0006-3185,BIOLOGICAL BULLETIN,UNIV CHICAGO PRESS,1.9,Q2
0006-3207,BIOLOGICAL CONSERVATION,ELSEVIER SCI LTD,4.4,Q1
0006-3223,Biological Psychiatry,ELSEVIER SCIENCE INC,9,Q1
0006-3363,BIOLOGY OF REPRODUCTION,OXFORD UNIV PRESS IN,3,Q2
0006-3398,BIOMEDICAL ENGINEERING,SPRINGER,0.3,Q4
0006-341X,BIOMETRICS,OXFORD UNIV PRESS,1.7,Q2
0006-3444,BIOMETRIKA,OXFORD UNIV PRESS,2.8,Q1
0006-3495,BIOPHYSICAL JOURNAL,CELL PRESS,3.1,Q2
0006-3525,BIOPOLYMERS,WILEY,3.2,Q2
0006-3568,BIOSCIENCE,OXFORD UNIV PRESS,7.6,Q1
0006-3592,BIOTECHNOLOGY AND BIOENGINEERING,WILEY,3.6,Q2
0006-3606,BIOTROPICA,WILEY,1.7,Q3
0006-3835,BIT NUMERICAL MATHEMATICS,SPRINGER,1.7,Q2
0006-4971,BLOOD,ELSEVIER,23.1,Q1
0006-5196,BLUMEA,RIJKSHERBARIUM,0.5,Q4
0006-579X,BOIS ET FORETS DES TROPIQUES,CIRAD-CENTRE COOPE,0.6,Q4
0006-7237,BOOK COLLECTOR,COLLECTOR LTD,<0.1,
0006-7377,Bookbird-A Journal of International Childrens L,JOHNS HOPKINS UNIV,0.4,
0006-8047,BOSTON UNIVERSITY LAW REVIEW,BOSTON UNIV LAW RE,1.7,Q1
0006-8055,BOTANICA MARINA,WALTER DE GRUYTER G,1.4,Q3
0006-8101,BOTANICAL REVIEW,SPRINGER,3,Q2
0006-8241,BOTHALIA,SOUTH AFRICAN NATL,0.5,Q4
0006-8314,BOUNDARY-LAYER METEOROLOGY,SPRINGER,2.2,Q3
0006-8705,BRAGANTIA,INST AGRONOMICO,1.5,Q2
0006-8950,BRAIN,OXFORD UNIV PRESS,11.7,Q1
0006-8977,BRAIN BEHAVIOR AND EVOLUTION,KARGER,1.8,Q1
0006-8993,BRAIN RESEARCH,ELSEVIER,2.6,Q3
0006-9248,Bratislava Medical Journal,SPRINGERNATURE,1.1,Q2
0007-0556,British Columbia Medical Journal,BRITISH COLUMBIA ME,0.4,Q3
0007-0610,BRITISH DENTAL JOURNAL,SPRINGERNATURE,2.3,Q2
0007-070X,British Food Journal,EMERALD GROUP PUBL,4.2,Q1
0007-0874,BRITISH JOURNAL FOR THE HISTORY OF SCIENC,CAMBRIDGE UNIV PRES,1.2,Q1
0007-0882,BRITISH JOURNAL FOR THE PHILOSOPHY OF SC,UNIV CHICAGO PRESS,2.3,Q1
0007-0904,BRITISH JOURNAL OF AESTHETICS,OXFORD UNIV PRESS,0.9,
0007-0912,BRITISH JOURNAL OF ANAESTHESIA,ELSEVIER SCI LTD,9.2,Q1
0007-0920,BRITISH JOURNAL OF CANCER,SPRINGERNATURE,6.8,Q1
0007-0955,BRITISH JOURNAL OF CRIMINOLOGY,OXFORD UNIV PRESS,2.1,Q1
0007-0963,BRITISH JOURNAL OF DERMATOLOGY,OXFORD UNIV PRESS,9.6,Q1
0007-0998,BRITISH JOURNAL OF EDUCATIONAL PSYCHOLO,WILEY,3.6,Q1
0007-1005,BRITISH JOURNAL OF EDUCATIONAL STUDIES,ROUTLEDGE JOURNALS,2.1,Q1
0007-1013,BRITISH JOURNAL OF EDUCATIONAL TECHNOL,WILEY,8.1,Q1
0007-1048,BRITISH JOURNAL OF HAEMATOLOGY,WILEY,3.8,Q1
0007-1080,BRITISH JOURNAL OF INDUSTRIAL RELATIONS,WILEY,2.2,Q2
0007-1102,BRITISH JOURNAL OF MATHEMATICAL & STATI,WILEY,1.8,Q1
0007-1145,BRITISH JOURNAL OF NUTRITION,CAMBRIDGE UNIV PRES,3,Q2
0007-1161,BRITISH JOURNAL OF OPHTHALMOLOGY,BMJ PUBLISHING GROU,3.5,Q1
0007-1188,BRITISH JOURNAL OF PHARMACOLOGY,WILEY,7.7,Q1
0007-1234,BRITISH JOURNAL OF POLITICAL SCIENCE,CAMBRIDGE UNIV PRES,4.7,Q1
0007-1250,BRITISH JOURNAL OF PSYCHIATRY,CAMBRIDGE UNIV PRES,7.6,Q1
0007-1269,BRITISH JOURNAL OF PSYCHOLOGY,WILEY,3.3,Q1
0007-1285,BRITISH JOURNAL OF RADIOLOGY,OXFORD UNIV PRESS,3.4,Q1
0007-1315,BRITISH JOURNAL OF SOCIOLOGY,WILEY,3.3,Q1
0007-1323,BJS-British Journal of Surgery,OXFORD UNIV PRESS,8.8,Q1
0007-1420,BRITISH MEDICAL BULLETIN,OXFORD UNIV PRESS,5.2,Q1
0007-1668,BRITISH POULTRY SCIENCE,TAYLOR & FRANCIS LTD,1.7,Q2
0007-1773,JOURNAL OF THE BRITISH SOCIETY FOR PHENO,TAYLOR & FRANCIS LTD,1,
0007-215X,Brodogradnja,UNIV ZAGREB FAC MEC,4.2,Q1
0007-2303,BROOKINGS PAPERS ON ECONOMIC ACTIVITY,JOHNS HOPKINS UNIV,2.8,Q1
0007-2745,BRYOLOGIST,AMER BRYOLOGICAL LI,1.5,Q3
0007-3938,Spisanie Na B Lgarskoto Geologichesko Druzhe,BULGARIAN ACAD SCIE,0.3,Q4
0007-4497,BULLETIN DES SCIENCES MATHEMATIQUES,ELSEVIER,0.9,Q3
0007-4640,BULLETIN HISPANIQUE,PRESSES UNIV BORDEA,0.1,
0007-473X,BULLETIN MONUMENTAL,SOC FR ARCHEOLOGIE,0.2,
0007-4853,BULLETIN OF ENTOMOLOGICAL RESEARCH,CAMBRIDGE UNIV PRES,1.6,Q2
0007-4861,BULLETIN OF ENVIRONMENTAL CONTAMINATI,SPRINGER,2.2,Q3
0007-4888,BULLETIN OF EXPERIMENTAL BIOLOGY AND M,SPRINGER,0.6,Q4
0007-4918,BULLETIN OF INDONESIAN ECONOMIC STUDIE,ROUTLEDGE JOURNALS,2.3,Q1
0007-4977,BULLETIN OF MARINE SCIENCE,ROSENSTIEL SCH MAR,1.2,Q3
0007-5027,LABORATORY MEDICINE,OXFORD UNIV PRESS,1,Q4
0007-5108,BULLETIN OF THE COMEDIANTES,UNIV OF GEORGIA,<0.1,
0007-5922,MITTEILUNGEN KLOSTERNEUBURG,HOHERE BUNDESLEHR,0.5,Q4
0007-6287,BURLINGTON MAGAZINE,BURLINGTON MAG PU,0.2,
0007-6503,Business & Society,SAGE PUBLICATIONS IN,6,Q1
0007-6791,BUSINESS HISTORY,ROUTLEDGE JOURNALS,1.3,Q1
0007-6805,BUSINESS HISTORY REVIEW,CAMBRIDGE UNIV PRES,1.2,Q1
0007-6813,BUSINESS HORIZONS,ELSEVIER,7,Q1
0007-7704,BYZANTINISCHE ZEITSCHRIFT,WALTER DE GRUYTER G,0.3,
0007-7712,Byzantinoslavica-Revue Internationale des Etud,SLOVANSKY USTAV AKA,<0.1,
0007-7720,CANADIAN REVIEW OF AMERICAN STUDIES,UNIV TORONTO PRESS,0.2,
0007-8069,CEA CRITIC,JOHNS HOPKINS UNIV,0.1,
0007-8506,CIRP ANNALS-MANUFACTURING TECHNOLOGY,ELSEVIER,3.6,Q2
0007-9235,CA-A CANCER JOURNAL FOR CLINICIANS,WILEY,232.4,Q1
0007-9723,CAHIERS DE BIOLOGIE MARINE,CAHIERS DE BIOLOGIE,0.4,Q4
0007-9731,CAHIERS DE CIVILISATION MEDIEVALE,CENTRE ETUD SUPERIE,0.1,
0007-974X,Cahiers de Droit,"UNIV LAVAL, FAC DROI",0.1,Q4
0007-9960,CAHIERS DE NUTRITION ET DE DIETETIQUE,MASSON EDITEUR,0.2,Q4
0008-0055,CAHIERS D ETUDES AFRICAINES,EDITIONS ECOLE HAUT,0.2,Q4
0008-0624,CALCOLO,SPRINGER-VERLAG ITAL,1.3,Q1
0008-0845,CALIFORNIA AGRICULTURE,"UNIV CALIFORNIA, OAK",1.1,Q3
0008-1221,CALIFORNIA LAW REVIEW,"UNIV CALIFORNIA, BER",2.2,Q1
0008-1256,CALIFORNIA MANAGEMENT REVIEW,SAGE PUBLICATIONS IN,7.3,Q1
0008-1973,Cambridge Law Journal,CAMBRIDGE UNIV PRES,1.4,Q1
0008-199X,CAMBRIDGE QUARTERLY,OXFORD UNIV PRESS,0.1,
0008-347X,CANADIAN ENTOMOLOGIST,CAMBRIDGE UNIV PRES,1.1,Q3
0008-3496,Canadian Ethnic Studies-Etudes Ethniques au C,CANADIAN ETHNIC STU,0.6,Q4
0008-350X,CANADIAN FAMILY PHYSICIAN,COLL FAMILY PHYSICIA,2.4,Q1
0008-3658,CANADIAN GEOGRAPHIES-GEOGRAPHIES CANA,WILEY,1.3,Q2
0008-3674,CANADIAN GEOTECHNICAL JOURNAL,CANADIAN SCIENCE PU,3.5,Q2
0008-3976,CANADIAN JOURNAL OF AGRICULTURAL ECON,WILEY,2.1,Q2
0008-3984,CANADIAN JOURNAL OF ANIMAL SCIENCE,CANADIAN SCIENCE PU,1,Q3
0008-400X,CANADIAN JOURNAL OF BEHAVIOURAL SCIENC,CANADIAN PSYCHOLOG,1.6,Q2
0008-4034,CANADIAN JOURNAL OF CHEMICAL ENGINEERI,WILEY,1.9,Q3
0008-4042,Canadian Journal of Chemistry,CANADIAN SCIENCE PU,1,Q4
0008-4077,CANADIAN JOURNAL OF EARTH SCIENCES,CANADIAN SCIENCE PU,1.6,Q3
0008-4107,Journal of History,UNIV TORONTO PRESS,0.4,Q2
0008-4131,CANADIAN JOURNAL OF LINGUISTICS-REVUE C,CAMBRIDGE UNIV PRES,0.6,
0008-4166,CANADIAN JOURNAL OF MICROBIOLOGY,CANADIAN SCIENCE PU,1.6,Q4
0008-4174,Canadian Journal of Occupational Therapy-Rev,SAGE PUBLICATIONS IN,1.7,Q2
0008-4182,CANADIAN JOURNAL OF OPHTHALMOLOGY-JO,CANADIAN OPHTHAL S,2.8,Q1
0008-4204,CANADIAN JOURNAL OF PHYSICS,CANADIAN SCIENCE PU,1,Q3
0008-4212,CANADIAN JOURNAL OF PHYSIOLOGY AND PHA,CANADIAN SCIENCE PU,1.3,Q4
0008-4220,CANADIAN JOURNAL OF PLANT SCIENCE,CANADIAN SCIENCE PU,1,Q3
0008-4239,CANADIAN JOURNAL OF POLITICAL SCIENCE-RE,CAMBRIDGE UNIV PRES,1.2,Q3
0008-4263,CANADIAN JOURNAL OF PUBLIC HEALTH-REVU,SPRINGER INT PUBL AG,2.6,Q2
0008-428X,CANADIAN JOURNAL OF SURGERY,CMA-CANADIAN MEDIC,2.2,Q2
0008-4298,STUDIES IN RELIGION-SCIENCES RELIGIEUSES,SAGE PUBLICATIONS LT,0.3,
0008-4301,CANADIAN JOURNAL OF ZOOLOGY,CANADIAN SCIENCE PU,1.1,Q3
0008-4395,CANADIAN MATHEMATICAL BULLETIN-BULLETI,CAMBRIDGE UNIV PRES,0.4,Q4
0008-4433,CANADIAN METALLURGICAL QUARTERLY,TAYLOR & FRANCIS LTD,1.5,Q3
0008-4476,CANADIAN MINERALOGIST,MINERALOGICAL ASSO,1.5,Q3
0008-4506,CANADIAN MODERN LANGUAGE REVIEW-REV,UNIV TORONTO PRESS,0.9,Q3
0008-4840,CANADIAN PUBLIC ADMINISTRATION-ADMINIS,WILEY,1.4,Q3
0008-5006,Canadian Slavonic Papers,ROUTLEDGE JOURNALS,1.6,Q2
0008-5030,Canadian Society of Forensic Science Journal,ROUTLEDGE JOURNALS,0.5,Q4
0008-5286,CANADIAN VETERINARY JOURNAL-REVUE VETE,CANADIAN VET MED A,1,Q3
0008-543X,CANCER,WILEY,5.1,Q1
0008-5472,CANCER RESEARCH,AMER ASSOC CANCER,16.6,Q1
0008-6215,Carbohydrate Research,ELSEVIER SCI LTD,2.5,Q2
0008-6223,CARBON,PERGAMON-ELSEVIER,11.6,Q1
0008-6312,CARDIOLOGY,KARGER,1.7,Q3
0008-6363,CARDIOVASCULAR RESEARCH,OXFORD UNIV PRESS,13.3,Q1
0008-6452,CARIBBEAN JOURNAL OF SCIENCE,UNIV PUERTO RICO,0.5,Q4
0008-6568,CARIES RESEARCH,KARGER,2.6,Q2
0008-7475,CASTANEA,SOUTHERN APPALACHI,0.3,Q4
0008-7912,CATHOLIC BIBLICAL QUARTERLY,CATHOLIC BIBLICAL ASS,0.3,
0008-8080,CATHOLIC HISTORICAL REVIEW,CATHOLIC UNIV AMER,0.1,Q3
0008-8390,CATHOLIC UNIVERSITY LAW REVIEW,CATHOLIC UNIV AMER,0.2,Q3
0008-8749,CELLULAR IMMUNOLOGY,ACADEMIC PRESS INC E,2.9,Q3
0008-8846,CEMENT AND CONCRETE RESEARCH,PERGAMON-ELSEVIER,13.1,Q1
0008-8994,CENTAURUS,BREPOLS PUBL,0.5,Q2
0008-9192,CENTRAL ASIATIC JOURNAL,VERLAG OTTO HARRAS,0.1,
0008-9389,CENTRAL EUROPEAN HISTORY,CAMBRIDGE UNIV PRES,0.3,Q2
0009-0352,CEREAL CHEMISTRY,WILEY,2.5,Q2
0009-0468,CESKA LITERATURA,"CZECH ACAD SCIENCES,",0.1,
0009-062X,CESKOSLOVENSKA PSYCHOLOGIE,ACADEMIA,0.4,Q4
0009-0875,CEYLON MEDICAL JOURNAL,SRI LANKA MEDICAL AS,0.1,Q4
0009-1774,TRANSACTIONS OF THE CHARLES S PEIRCE SOC,INDIANA UNIV PRESS,0.4,
0009-2002,CHAUCER REVIEW,PENN STATE UNIV PRES,0.5,
0009-2355,CHEMICAL AND PETROLEUM ENGINEERING,SPRINGER,0.3,Q4
0009-2363,CHEMICAL & PHARMACEUTICAL BULLETIN,PHARMACEUTICAL SOC,1.3,Q3
0009-2509,CHEMICAL ENGINEERING SCIENCE,PERGAMON-ELSEVIER,4.3,Q2
0009-2541,CHEMICAL GEOLOGY,ELSEVIER,3.6,Q1
0009-2614,CHEMICAL PHYSICS LETTERS,ELSEVIER,3.1,Q2
0009-2665,CHEMICAL REVIEWS,AMER CHEMICAL SOC,55.8,Q1
0009-2673,BULLETIN OF THE CHEMICAL SOCIETY OF JAPA,OXFORD UNIV PRESS,3.8,Q2
0009-2770,CHEMICKE LISTY,CHEMICKE LISTY,0.4,Q4
0009-2797,CHEMICO-BIOLOGICAL INTERACTIONS,ELSEVIER IRELAND LTD,5.4,Q1
0009-2819,Geochemistry,ELSEVIER GMBH,2.9,Q2
0009-2851,CHEMIE IN UNSERER ZEIT,WILEY-V C H VERLAG G,0.6,Q4
0009-286X,CHEMIE INGENIEUR TECHNIK,WILEY-V C H VERLAG G,1.6,Q3
0009-3068,CHEMISTRY & INDUSTRY,"WILEY PERIODICALS, IN",0.2,Q4
0009-3084,CHEMISTRY AND PHYSICS OF LIPIDS,ELSEVIER IRELAND LTD,2.8,Q2
0009-3122,Chemistry of Heterocyclic Compounds,SPRINGER,1,Q4
0009-3157,CHEMOTHERAPY,KARGER,1.7,Q3
0009-3696,CHICAGO REVIEW,CHICAGO REVIEW,<0.1,
0009-3920,CHILD DEVELOPMENT,WILEY,3.8,Q1
0009-398X,CHILD PSYCHIATRY & HUMAN DEVELOPMENT,SPRINGER,2.2,Q2
0009-4021,CHILD WELFARE,CHILD WELFARE LEAGU,0.6,Q4
0009-4536,JOURNAL OF THE CHINESE CHEMICAL SOCIETY,WILEY-V C H VERLAG G,1.5,Q3
0009-4633,CHINESE STUDIES IN HISTORY,ROUTLEDGE JOURNALS,0.2,Q2
0009-5893,CHROMATOGRAPHIA,SPRINGER HEIDELBERG,1.3,Q4
0009-5915,CHROMOSOMA,SPRINGER,2.3,Q3
0009-6407,CHURCH HISTORY,CAMBRIDGE UNIV PRES,0.3,Q2
0009-6881,UNIVERSITY OF CINCINNATI LAW REVIEW,UNIV CINCINNATI LAW,0.2,Q3
0009-7004,CINEASTE,CINEASTE,0.2,
0009-7039,CINEFORUM,FEDERAZIONE ITALIAN,<0.1,
0009-725X,Rendiconti del Circolo Matematico di Palermo,SPRINGER-VERLAG ITAL,0.9,Q2
0009-7322,CIRCULATION,LIPPINCOTT WILLIAMS,38.6,Q1
0009-7330,CIRCULATION RESEARCH,LIPPINCOTT WILLIAMS,16.2,Q1
0009-739X,CIRUGIA ESPANOLA,ELSEVIER ESPANA SLU,1.3,Q3
0009-7527,CITHARA-ESSAYS IN THE JUDEO-CHRISTIAN TR,ST BONAVENTURE UNI,<0.1,
0009-8353,CLASSICAL JOURNAL,JOHNS HOPKINS UNIV,0.1,
0009-8388,CLASSICAL QUARTERLY,CAMBRIDGE UNIV PRES,0.2,
0009-840X,CLASSICAL REVIEW,CAMBRIDGE UNIV PRES,6,
0009-8418,CLASSICAL WORLD,JOHNS HOPKINS UNIV,0.1,
0009-8558,CLAY MINERALS,CAMBRIDGE UNIV PRES,1.9,Q2
0009-8604,CLAYS AND CLAY MINERALS,CAMBRIDGE UNIV PRES,2.1,Q2
0009-8981,CLINICA CHIMICA ACTA,ELSEVIER,2.9,Q2
0009-9104,CLINICAL AND EXPERIMENTAL IMMUNOLOGY,OXFORD UNIV PRESS,3.8,Q2
0009-9120,CLINICAL BIOCHEMISTRY,PERGAMON-ELSEVIER,2.1,Q2
0009-9147,CLINICAL CHEMISTRY,OXFORD UNIV PRESS IN,6.3,Q1
0009-9163,CLINICAL GENETICS,WILEY,2.3,Q3
0009-921X,CLINICAL ORTHOPAEDICS AND RELATED RESEA,LIPPINCOTT WILLIAMS,4.4,Q1
0009-9236,CLINICAL PHARMACOLOGY & THERAPEUTICS,WILEY,5.5,Q1
0009-9260,CLINICAL RADIOLOGY,W B SAUNDERS CO LTD,1.9,Q3
0010-0277,Cognition,ELSEVIER,2.8,Q1
0010-0285,COGNITIVE PSYCHOLOGY,ACADEMIC PRESS INC E,3,Q1
0010-0757,Collectanea Mathematica,SPRINGER-VERLAG ITAL,0.5,Q3
0010-0870,COLLEGE & RESEARCH LIBRARIES,ASSOC COLL RESEARCH,1.4,Q2
0010-096X,COLLEGE COMPOSITION AND COMMUNICATIO,NATL COUNCIL TEACHE,0.3,
0010-0994,COLLEGE ENGLISH,NATL COUNCIL TEACHE,0.2,
0010-1338,COLLOQUIA GERMANICA,FRANCKE VERLAG,0.1,
0010-1354,COLLOQUIUM MATHEMATICUM,POLISH ACAD SCIENCES,0.4,Q4
0010-1931,COLUMBIA JOURNAL OF TRANSNATIONAL LAW,COLUMBIA JOURNAL T,1,Q2
0010-2180,Combustion and Flame,ELSEVIER SCIENCE INC,6.2,Q1
0010-2202,COMBUSTION SCIENCE AND TECHNOLOGY,TAYLOR & FRANCIS INC,1.5,Q2
0010-2571,COMMENTARII MATHEMATICI HELVETICI,EUROPEAN MATHEMA,1.4,Q1
0010-2628,Commentationes Mathematicae Universitatis C,"CHARLES UNIV, FAC M",0.1,Q4
0010-3624,COMMUNICATIONS IN SOIL SCIENCE AND PLAN,TAYLOR & FRANCIS INC,1.4,Q3
0010-3640,COMMUNICATIONS ON PURE AND APPLIED M,WILEY,2.7,Q1
0010-3713,Communio Viatorum,"Charles Univ, Protestan",<0.1,
0010-3802,COMMUNITY DEVELOPMENT JOURNAL,OXFORD UNIV PRESS,1.1,Q3
0010-3853,COMMUNITY MENTAL HEALTH JOURNAL,SPRINGER,1.7,Q3
0010-4051,Comparative and International Law Journal of,"UNIV SOUTH AFRICA, I",<0.1,Q4
0010-4078,COMPARATIVE DRAMA,WESTERN MICHIGAN U,0.2,
0010-4086,COMPARATIVE EDUCATION REVIEW,UNIV CHICAGO PRESS,1.6,Q2
0010-4124,COMPARATIVE LITERATURE,DUKE UNIV PRESS,0.4,
0010-4140,COMPARATIVE POLITICAL STUDIES,SAGE PUBLICATIONS IN,3.4,Q1
0010-4159,COMPARATIVE POLITICS,SHERIDAN PRESS,2.3,Q1
0010-4175,COMPARATIVE STUDIES IN SOCIETY AND HISTO,CAMBRIDGE UNIV PRES,1.1,Q1
0010-437X,COMPOSITIO MATHEMATICA,CAMBRIDGE UNIV PRES,1.4,Q1
0010-440X,COMPREHENSIVE PSYCHIATRY,W B SAUNDERS CO-ELS,4.2,Q1
0010-4485,COMPUTER-AIDED DESIGN,ELSEVIER SCI LTD,3.1,Q2
0010-4620,COMPUTER JOURNAL,OXFORD UNIV PRESS,1.5,Q3
0010-4655,COMPUTER PHYSICS COMMUNICATIONS,ELSEVIER,3.4,Q1
0010-4825,COMPUTERS IN BIOLOGY AND MEDICINE,PERGAMON-ELSEVIER,6.3,Q1
0010-485X,COMPUTING,SPRINGER WIEN,2.8,Q2
0010-5422,Ornithological Applications,OXFORD UNIV PRESS IN,2.7,Q1
0010-7484,CONTEMPORARY LITERATURE,UNIV WISCONSIN PRES,0.2,
0010-7514,CONTEMPORARY PHYSICS,TAYLOR & FRANCIS LTD,3.3,Q2
0010-7530,CONTEMPORARY PSYCHOANALYSIS,ROUTLEDGE JOURNALS,0.2,Q4
0010-7999,CONTRIBUTIONS TO MINERALOGY AND PETRO,SPRINGER,3.7,Q1
0010-8235,Convivium,"UNIV BARCELONA, FAC",0.1,
0010-8367,Cooperation and Conflict,SAGE PUBLICATIONS LT,2.1,Q2
0010-8545,COORDINATION CHEMISTRY REVIEWS,ELSEVIER SCIENCE SA,23.5,Q1
0010-8650,COR ET VASA,CZECH SOC CARDIOLOG,0.9,Q4
0010-8812,CORNELL INTERNATIONAL LAW JOURNAL,CORNELL INT LAW JOU,0.3,Q3
0010-9312,CORROSION,NATL ASSOC CORROSIO,1.3,Q3
0010-938X,CORROSION SCIENCE,PERGAMON-ELSEVIER,8.5,Q1
0010-9452,CORTEX,"ELSEVIER MASSON, CO",3.3,Q1
0010-9525,COSMIC RESEARCH,MAIK NAUKA/INTERPE,0.6,Q4
0010-9894,BULLETIN OF THE COUNCIL FOR RESEARCH IN,UNIV ILLINOIS PRESS,0.4,
0011-0000,COUNSELING PSYCHOLOGIST,SAGE PUBLICATIONS IN,2.8,Q2
0011-0035,COUNSELOR EDUCATION AND SUPERVISION,WILEY,1.6,Q3
0011-1287,CRIME & DELINQUENCY,SAGE PUBLICATIONS IN,1.5,Q2
0011-1384,CRIMINOLOGY,WILEY,5.2,Q1
0011-1562,CRITICAL QUARTERLY,WILEY,0.2,
0011-1570,Critical Survey,BERGHAHN JOURNALS,0.3,
0011-1600,CRITIQUE,EDITIONS MINUIT,0.2,
0011-1619,CRITIQUE-STUDIES IN CONTEMPORARY FICTIO,ROUTLEDGE JOURNALS,0.3,
0011-183X,CROP SCIENCE,WILEY,1.9,Q2
0011-2240,CRYOBIOLOGY,ACADEMIC PRESS INC E,2.1,Q2
0011-2275,CRYOGENICS,ELSEVIER SCI LTD,2.1,Q2
0011-250X,CUADERNOS HISPANOAMERICANOS,AGENCIA ESPANOLA CO,0.1,
0011-3204,CURRENT ANTHROPOLOGY,UNIV CHICAGO PRESS,1.8,Q1
0011-3530,CURRENT HISTORY,UNIV CALIFORNIA PRES,4.2,Q1
0011-3840,CURRENT PROBLEMS IN SURGERY,MOSBY-ELSEVIER,1.9,Q2
0011-3891,CURRENT SCIENCE,INDIAN ACAD SCIENCES,1,Q3
0011-3921,CURRENT SOCIOLOGY,SAGE PUBLICATIONS LT,1.6,Q2
0011-393X,CURRENT THERAPEUTIC RESEARCH-CLINICAL A,ELSEVIER SCIENCE INC,1.5,Q3
0011-4545,CYTOLOGIA,UNIV TOKYO CYTOLOG,0.4,Q4
0011-4642,CZECHOSLOVAK MATHEMATICAL JOURNAL,SPRINGER HEIDELBERG,0.5,Q3
0011-5029,DM DISEASE-A-MONTH,MOSBY-ELSEVIER,4.3,Q1
0011-5266,DAEDALUS,MIT PRESS,2.7,Q1
0011-5827,DALHOUSIE REVIEW,DALHOUSIE UNIV PRES,<0.1,
0011-6009,DANCE MAGAZINE,DANCE MAGAZINE INC,<0.1,
0011-7315,DECISION SCIENCES,WILEY,2.5,Q3
0011-9059,INTERNATIONAL JOURNAL OF DERMATOLOGY,WILEY,3.2,Q1
0011-9164,DESALINATION,ELSEVIER,9.8,Q1
0011-9741,Deutsch als Fremdsprache-Zeitschrift zur Theor,ERICH SCHMIDT VERLA,0.4,
0012-0731,DDS-Die Deutsche Schule,WAXMANN VERLAG G,0.3,Q4
0012-0936,DEUTSCHE VIERTELJAHRSSCHRIFT FUR LITERAT,J B METZLER,0.1,
0012-1045,DEUTSCHE ZEITSCHRIFT FUR PHILOSOPHIE,WALTER DE GRUYTER G,0.2,
0012-1169,ZEITSCHRIFT DES DEUTSCHEN PALASTINA-VERE,VERLAG OTTO HARRAS,0.2,
0012-1533,DEVELOPING ECONOMIES,WILEY,1.4,Q3
0012-155X,DEVELOPMENT AND CHANGE,WILEY,3.2,Q1
0012-1592,DEVELOPMENT GROWTH & DIFFERENTIATION,WILEY,1,Q4
0012-1606,DEVELOPMENTAL BIOLOGY,ACADEMIC PRESS INC E,2.1,Q3
0012-1622,DEVELOPMENTAL MEDICINE AND CHILD NEUR,WILEY,4.3,Q1
0012-1630,DEVELOPMENTAL PSYCHOBIOLOGY,WILEY,2.2,Q2
0012-1649,DEVELOPMENTAL PSYCHOLOGY,AMER PSYCHOLOGICAL,3.1,Q2
0012-1797,DIABETES,AMER DIABETES ASSOC,7.5,Q1
0012-186X,DIABETOLOGIA,SPRINGER,10.2,Q1
0012-2033,Dialog-A Journal of Theology,WILEY,0.2,
0012-2173,DIALOGUE-CANADIAN PHILOSOPHICAL REVIEW,CAMBRIDGE UNIV PRES,0.1,
0012-2440,DICKENSIAN,DICKENS FELLOWSHIP,1,
0012-2823,DIGESTION,KARGER,3.6,Q2
0012-365X,DISCRETE MATHEMATICS,ELSEVIER,0.9,Q2
0012-3692,CHEST,ELSEVIER,8.6,Q1
0012-3706,DISEASES OF THE COLON & RECTUM,LIPPINCOTT WILLIAMS,3.7,Q1
0012-4273,DIX-SEPTIEME SIECLE,SOC ETUD 17 SIECLE,0.1,Q3
0012-4486,DOCUMENTA OPHTHALMOLOGICA,SPRINGER,2.9,Q1
0012-5008,DOKLADY CHEMISTRY,MAIK NAUKA/INTERPE,1,Q4
0012-5016,DOKLADY PHYSICAL CHEMISTRY,MAIK NAUKA/INTERPE,1.5,Q4
0012-5768,DOWN BEAT,MAHER PUBL INC,<0.1,
0012-5806,Downside Review,SAGE PUBLICATIONS LT,0.1,
0012-6667,DRUGS,ADIS INT LTD,14.4,Q1
0012-6837,Du,DU VERLAG,<0.1,
0012-7094,DUKE MATHEMATICAL JOURNAL,DUKE UNIV PRESS,3,Q1
0012-8163,EARLY AMERICAN LITERATURE,UNIV NORTH CAROLIN,0.4,
0012-821X,EARTH AND PLANETARY SCIENCE LETTERS,ELSEVIER,5.1,Q1
0012-8252,EARTH-SCIENCE REVIEWS,ELSEVIER,10,Q1
0012-8708,EASTERN BUDDHIST,EASTERN BUDDHIST SO,0.2,
0012-8775,EASTERN EUROPEAN ECONOMICS,ROUTLEDGE JOURNALS,1.2,Q3
0012-9593,ANNALES SCIENTIFIQUES DE L ECOLE NORMAL,SOC MATHEMATIQUE F,1.6,Q1
0012-9615,ECOLOGICAL MONOGRAPHS,WILEY,7.5,Q1
0012-9658,ECOLOGY,WILEY,4.3,Q1
0012-9682,ECONOMETRICA,WILEY,7.1,Q1
0012-9984,ECONOMIC AND SOCIAL REVIEW,ECONOMIC & SOCIAL S,0.4,Q4
0013-0079,ECONOMIC DEVELOPMENT AND CULTURAL CH,UNIV CHICAGO PRESS,1.8,Q1
0013-0095,ECONOMIC GEOGRAPHY,TAYLOR & FRANCIS LTD,8.9,Q1
0013-0117,ECONOMIC HISTORY REVIEW,WILEY,1.6,Q1
0013-0133,ECONOMIC JOURNAL,OXFORD UNIV PRESS,3.6,Q1
0013-0249,ECONOMIC RECORD,WILEY,1.2,Q3
0013-063X,ECONOMIST-NETHERLANDS,SPRINGER,2.3,Q2
